tobiaskintzel, 6372, 5268, 41067, 1, 4.696122979051333, 4.112631553332456, Low Rating+NotFollowing
Eli_Krumova, 27178, 20636, 105771, 0, 5.143958585464807, 4.112631553332456, Low Rating+NotFollowing
MargaretSiegien, 12465, 3245, 34415, 0, 5.121225355593157, 4.112631553332456, Low Rating+NotFollowing
anand_narang, 12770, 11210, 10588, 1, 4.0813992172977525, 4.112631553332456, Low Rating+NotFollowing
enilev, 6352, 5448, 65370, 0, 4.882051875480229, 4.112631553332456, Low Rating+NotFollowing
edwardpingenot, 1995, 1583, 1191, 1, 3.1763737466431885, 4.112631553332456, Low Rating+NotFollowing
DrNikoDragoDO, 1480, 226, 2435, 2, 4.2026522417982095, 4.112631553332456, Low Rating+NotFollowing
SeanDreyer, 2124, 1550, 729, 1, 2.9995503425571144, 4.112631553332456, Low Rating+NotFollowing
ShaneyWright, 8986, 419, 12677, 1, 5.434368881619027, 4.112631553332456, Low Rating+NotFollowing
microbeminded2, 22508, 4729, 6437, 1, 4.4862511015954984, 4.112631553332456, Low Rating+NotFollowing
dr_escalon, 2783, 1618, 2214, 1, 3.5807123056004935, 4.112631553332456, Low Rating+NotFollowing
TheMillennialMD, 8442, 4829, 3808, 0, 3.8232850821304796, 4.112631553332456, Low Rating+NotFollowing
PutrinoLab, 16722, 307, 4525, 1, 5.391768427160984, 4.112631553332456, Low Rating+NotFollowing
Gronnet, 3218, 1939, 19737, 2, 4.5152893718011535, 4.112631553332456, Low Rating+NotFollowing
dysclinic, 7485, 682, 2494, 0, 4.437303879165116, 4.112631553332456, Low Rating+NotFollowing
MVGutierrezMD, 20409, 7577, 21307, 0, 4.758846744308137, 4.112631553332456, Low Rating+NotFollowing
ElectronicCare, 3030, 2405, 5022, 1, 3.801204256169358, 4.112631553332456, Low Rating+NotFollowing
ParksAssociates, 5557, 2609, 22525, 1, 4.681031117336259, 4.112631553332456, Low Rating+NotFollowing
AnthonyDohrman, 263, 643, 1943, 3, 2.900217576165318, 4.112631553332456, Low Rating+NotFollowing
addisoncare, 409, 298, 843, 8, 3.063334618555829, 4.112631553332456, Low Rating+NotFollowing
_joebaffoe, 346, 354, 4504, 1, 3.6436712186102787, 4.112631553332456, Low Rating+NotFollowing
_LucasRizzotto, 29153, 2183, 11174, 0, 5.173838183940282, 4.112631553332456, Low Rating+NotFollowing
DennyCloudhead, 3860, 482, 5259, 0, 4.624443437246363, 4.112631553332456, Low Rating+NotFollowing
AlexiaS_ECG, 255, 826, 1404, 9, 2.6369272409073594, 4.112631553332456, Low Rating+NotFollowing
m_francis, 846, 1324, 7133, 0, 3.6587546019560255, 4.112631553332456, Low Rating+NotFollowing
Isaac_degen, 93149, 669, 849, 1, 5.072659769370087, 4.112631553332456, Low Rating+NotFollowing
imredelephant, 44858, 1583, 2619, 0, 4.870494490163223, 4.112631553332456, Low Rating+NotFollowing
yakupNFTdegen, 3270, 134, 146, 25, 3.5517958100799154, 4.112631553332456, Low Rating+NotFollowing
jpegzack, 91341, 385, 746, 1, 5.247943859911136, 4.112631553332456, Low Rating+NotFollowing
Chuck_Moeller, 2511, 1999, 74658, 0, 4.972110270102611, 4.112631553332456, Low Rating+NotFollowing
artem_zin, 3192, 137, 6936, 124, 5.208451399990439, 4.159587145018499, Low Rating+Inactive
rafa_aguado, 18496, 19201, 643, 1775, 2.7919649420458708, 4.159587145018499, Inactive
rafa_aguado, 18496, 19201, 643, 1775, 2.7919649420458708, 4.159587145018499, Low Rating+Inactive
HuffPostTech, 560694, 540, 50679, 1019, 7.721160185685013, 4.159587145018499, Inactive
